user_id,movie_id,rating,timestamp,implicit_score,final_score
62,21,3,879373460,0.0,3.0
279,832,3,881375854,0.0,3.0
237,514,4,879376641,0.0,4.0
94,789,4,891720887,0.0,4.0
128,485,3,879966895,0.0,3.0
298,317,4,884182806,0.0,4.0
44,195,5,878347874,0.0,5.0
264,200,5,886122352,3.0,5.9
194,385,2,879524643,0.0,2.0
72,195,5,880037702,0.0,5.0
222,750,5,883815120,-3.0,4.1
250,264,3,878089182,-2.0,2.4
41,265,3,890687042,0.0,3.0
224,245,3,888082216,0.0,3.0
82,135,3,878769629,0.0,3.0
262,1147,4,879791710,0.0,4.0
293,471,3,888904884,0.0,3.0
216,658,3,880245029,-3.0,2.1
250,140,3,878092059,3.0,3.9
59,23,5,888205300,0.0,5.0
286,379,5,877533771,0.0,5.0
244,815,4,880605185,0.0,4.0
7,479,4,891352010,0.0,4.0
174,368,1,886434402,0.0,1.0
87,274,4,879876734,0.0,4.0
194,1211,2,879551380,2.0,2.6
82,1134,2,884714402,0.0,2.0
13,836,2,882139746,0.0,2.0
13,272,4,884538403,0.0,4.0
244,756,2,880605157,0.0,2.0
305,427,5,886323090,-3.0,4.1
95,787,2,888954930,0.0,2.0
43,14,2,883955745,-2.0,1.4
299,955,4,889502823,0.0,4.0
57,419,3,883698454,-3.0,2.1
84,405,3,883452363,0.0,3.0
269,504,4,891449922,0.0,4.0
299,111,3,877878184,0.0,3.0
194,466,4,879525876,0.0,4.0
160,135,4,876860807,0.0,4.0
99,268,3,885678247,0.0,3.0
10,486,4,877886846,-3.0,3.1
259,117,4,874724988,0.0,4.0
85,427,3,879456350,0.0,3.0
303,919,4,879467295,2.0,4.6
213,273,5,878870987,0.0,5.0
121,514,3,891387947,0.0,3.0
90,98,5,891383204,0.0,5.0
49,559,2,888067405,0.0,2.0
42,794,3,881108425,0.0,3.0
155,323,2,879371261,0.0,2.0
68,117,4,876973939,0.0,4.0
172,177,4,875537965,0.0,4.0
19,4,4,885412840,0.0,4.0
268,231,4,875744136,0.0,4.0
5,2,3,875636053,2.0,3.6
305,117,2,886324028,0.0,2.0
44,294,4,883612356,0.0,4.0
43,137,4,875975656,0.0,4.0
279,1336,1,875298353,0.0,1.0
80,466,5,887401701,0.0,5.0
254,164,4,886472768,0.0,4.0
298,281,3,884183336,2.0,3.6
279,1240,1,892174404,0.0,1.0
66,298,4,883601324,0.0,4.0
18,443,3,880130193,3.0,3.9
268,1035,2,875542174,0.0,2.0
99,79,4,885680138,0.0,4.0
13,98,4,881515011,0.0,4.0
26,258,3,891347949,3.0,3.9
7,455,4,891353086,0.0,4.0
222,755,4,878183481,0.0,4.0
200,673,5,884128554,0.0,5.0
119,328,4,876923913,0.0,4.0
213,172,5,878955442,0.0,5.0
276,322,3,874786392,0.0,3.0
94,1217,3,891723086,0.0,3.0
130,379,4,875801662,3.0,4.9
38,328,4,892428688,3.0,4.9
160,719,3,876857977,0.0,3.0
293,1267,3,888906966,0.0,3.0
26,930,2,891385985,0.0,2.0
130,216,4,875216545,0.0,4.0
92,1079,3,886443455,0.0,3.0
256,452,4,882164999,0.0,4.0
1,61,4,878542420,0.0,4.0
72,48,4,880036718,0.0,4.0
56,755,3,892910207,0.0,3.0
13,360,4,882140926,0.0,4.0
15,405,2,879455957,0.0,2.0
92,77,3,875654637,0.0,3.0
207,476,2,884386343,0.0,2.0
292,174,5,881105481,0.0,5.0
232,483,5,888549622,0.0,5.0
251,748,2,886272175,0.0,2.0
224,26,3,888104153,0.0,3.0
181,220,4,878962392,0.0,4.0
259,255,4,874724710,0.0,4.0
305,471,4,886323648,0.0,4.0
52,280,3,882922806,0.0,3.0
161,202,5,891170769,0.0,5.0
148,408,5,877399018,0.0,5.0
125,235,2,892838559,-3.0,1.1
97,228,5,884238860,0.0,5.0
58,1098,4,884304936,3.0,4.9
83,234,4,887665548,-2.0,3.4
90,347,4,891383319,0.0,4.0
272,178,5,879455113,0.0,5.0
194,181,3,879521396,0.0,3.0
125,478,4,879454628,3.0,4.9
110,688,1,886987605,0.0,1.0
299,14,4,877877775,0.0,4.0
151,10,5,879524921,0.0,5.0
269,127,4,891446165,0.0,4.0
6,14,5,883599249,0.0,5.0
54,106,3,880937882,0.0,3.0
303,69,5,879467542,0.0,5.0
16,944,1,877727122,0.0,1.0
301,790,4,882078621,0.0,4.0
276,1091,3,874793035,0.0,3.0
305,214,2,886323068,0.0,2.0
194,1028,2,879541148,0.0,2.0
91,323,2,891438397,-3.0,1.1
87,554,4,879875940,0.0,4.0
294,109,4,877819599,0.0,4.0
286,171,4,877531791,0.0,4.0
200,318,5,884128458,0.0,5.0
229,328,1,891632142,0.0,1.0
178,568,4,882826555,0.0,4.0
303,842,2,879484804,0.0,2.0
62,65,4,879374686,0.0,4.0
207,591,3,876018608,0.0,3.0
92,172,4,875653271,0.0,4.0
301,401,4,882078040,3.0,4.9
36,339,5,882157581,0.0,5.0
70,746,3,884150257,0.0,3.0
63,242,3,875747190,3.0,3.9
28,201,3,881961671,0.0,3.0
279,68,4,875307407,0.0,4.0
250,7,4,878089716,3.0,4.9
14,98,3,890881335,0.0,3.0
299,1018,3,889502324,0.0,3.0
194,54,3,879525876,0.0,3.0
303,815,3,879485532,0.0,3.0
119,237,5,874775038,0.0,5.0
295,218,5,879966498,0.0,5.0
268,930,2,875742942,0.0,2.0
268,2,2,875744173,0.0,2.0
66,258,4,883601089,-2.0,3.4
233,202,5,879394264,3.0,5.9
83,623,4,880308578,-3.0,3.1
214,334,3,891542540,0.0,3.0
192,476,2,881368243,0.0,2.0
100,344,4,891374868,2.0,4.6
268,145,1,875744501,0.0,1.0
301,56,4,882076587,0.0,4.0
307,89,5,879283786,0.0,5.0
234,141,3,892334609,2.0,3.6
83,576,4,880308755,0.0,4.0
181,264,2,878961624,0.0,2.0
297,133,4,875240090,2.0,4.6
38,153,5,892430369,2.0,5.6
7,382,4,891352093,0.0,4.0
264,813,4,886122952,0.0,4.0
181,872,1,878961814,0.0,1.0
201,146,1,884140579,0.0,1.0
85,507,4,879456199,0.0,4.0
269,367,3,891450023,0.0,3.0
59,468,3,888205855,0.0,3.0
286,143,4,889651549,0.0,4.0
193,96,1,889124507,0.0,1.0
113,595,5,875936424,0.0,5.0
292,11,5,881104093,0.0,5.0
130,1014,3,876250718,0.0,3.0
275,98,4,875155140,0.0,4.0
189,520,5,893265380,0.0,5.0
219,82,1,889452455,0.0,1.0
218,209,5,877488546,0.0,5.0
123,427,3,879873020,3.0,3.9
119,222,5,874775311,0.0,5.0
158,177,4,880134407,0.0,4.0
222,118,4,877563802,0.0,4.0
302,322,2,879436875,0.0,2.0
279,501,3,875308843,-3.0,2.1
301,79,5,882076403,0.0,5.0
181,3,2,878963441,0.0,2.0
201,695,1,884140115,0.0,1.0
13,198,3,881515193,0.0,3.0
1,189,3,888732928,0.0,3.0
145,237,5,875270570,0.0,5.0
23,385,4,874786462,0.0,4.0
201,767,4,884114505,0.0,4.0
296,705,5,884197193,0.0,5.0
42,546,3,881105817,0.0,3.0
33,872,3,891964230,0.0,3.0
301,554,3,882078830,-3.0,2.1
16,64,5,877720297,3.0,5.9
95,135,3,879197562,0.0,3.0
154,357,4,879138713,0.0,4.0
77,484,5,884733766,0.0,5.0
296,508,5,884196584,0.0,5.0
302,303,2,879436785,0.0,2.0
244,673,3,880606667,0.0,3.0
222,77,4,878183616,0.0,4.0
13,215,5,882140588,0.0,5.0
16,705,5,877722736,0.0,5.0
270,452,4,876956264,-2.0,3.4
145,15,2,875270655,0.0,2.0
187,64,5,879465631,0.0,5.0
200,304,5,876041644,0.0,5.0
170,749,5,887646170,0.0,5.0
101,829,3,877136138,3.0,3.9
184,218,3,889909840,0.0,3.0
128,204,4,879967478,0.0,4.0
181,1295,1,878961781,0.0,1.0
184,153,3,889911285,0.0,3.0
1,33,4,878542699,0.0,4.0
1,160,4,875072547,0.0,4.0
184,321,5,889906967,0.0,5.0
54,595,3,880937813,0.0,3.0
94,343,4,891725009,0.0,4.0
128,508,4,879967767,0.0,4.0
23,323,2,874784266,0.0,2.0
301,227,3,882077222,0.0,3.0
301,191,3,882075672,0.0,3.0
112,903,1,892440172,-2.0,0.4
82,183,3,878769848,0.0,3.0
222,724,3,878181976,0.0,3.0
218,430,3,877488316,0.0,3.0
308,1197,4,887739521,0.0,4.0
303,134,5,879467959,3.0,5.9
133,751,3,890588547,0.0,3.0
215,212,2,891435680,0.0,2.0
69,256,5,882126156,0.0,5.0
254,662,4,887347350,3.0,4.9
276,2,4,874792436,0.0,4.0
104,984,1,888442575,0.0,1.0
63,1067,3,875747514,0.0,3.0
267,410,4,878970785,0.0,4.0
13,56,5,881515011,0.0,5.0
240,879,3,885775745,0.0,3.0
286,237,2,875806800,0.0,2.0
294,271,5,889241426,0.0,5.0
90,1086,4,891384424,0.0,4.0
18,26,4,880129731,0.0,4.0
92,229,3,875656201,-3.0,2.1
308,649,4,887739292,0.0,4.0
144,89,3,888105691,0.0,3.0
191,302,4,891560253,3.0,4.9
59,951,3,888206409,0.0,3.0
200,96,5,884129409,0.0,5.0
16,197,5,877726146,0.0,5.0
61,678,3,892302309,-2.0,2.4
271,199,4,885848448,0.0,4.0
271,709,3,885849325,0.0,3.0
142,169,5,888640356,0.0,5.0
275,597,3,876197678,-3.0,2.1
222,151,3,878182109,0.0,3.0
87,40,3,879876917,0.0,3.0
207,258,4,877879172,0.0,4.0
272,1393,2,879454663,0.0,2.0
177,333,4,880130397,-3.0,3.1
207,1115,2,879664906,2.0,2.6
299,577,3,889503806,-3.0,2.1
271,378,4,885849447,0.0,4.0
305,425,4,886324486,0.0,4.0
49,959,2,888068912,-2.0,1.4
94,1224,3,891722802,0.0,3.0
130,1017,3,874953895,0.0,3.0
10,175,3,877888677,0.0,3.0
203,321,3,880433418,0.0,3.0
191,286,4,891560842,0.0,4.0
43,323,3,875975110,0.0,3.0
21,558,5,874951695,0.0,5.0
197,96,5,891409839,0.0,5.0
13,344,2,888073635,0.0,2.0
194,66,3,879527264,0.0,3.0
234,206,4,892334543,0.0,4.0
308,402,4,887740700,0.0,4.0
308,640,4,887737036,0.0,4.0
269,522,5,891447773,0.0,5.0
94,265,4,891721889,-2.0,3.4
268,62,3,875310824,0.0,3.0
272,12,5,879455254,0.0,5.0
121,291,3,891390477,0.0,3.0
296,20,5,884196921,0.0,5.0
134,286,3,891732334,0.0,3.0
180,462,5,877544218,0.0,5.0
234,612,3,892079140,0.0,3.0
104,117,2,888465972,-2.0,1.4
38,758,1,892434626,0.0,1.0
269,845,1,891456255,0.0,1.0
7,163,4,891353444,0.0,4.0
234,1451,3,892078343,-2.0,2.4
275,405,2,876197645,0.0,2.0
52,250,3,882922661,0.0,3.0
102,823,3,888801465,0.0,3.0
13,186,4,890704999,0.0,4.0
178,731,4,882827532,0.0,4.0
236,71,3,890116671,0.0,3.0
256,781,5,882165296,0.0,5.0
263,176,5,891299752,0.0,5.0
244,186,3,880605697,3.0,3.9
279,1181,4,875314001,0.0,4.0
43,815,4,883956189,0.0,4.0
83,78,2,880309089,3.0,2.9
151,197,5,879528710,3.0,5.9
254,436,2,886474216,0.0,2.0
109,631,3,880579371,0.0,3.0
297,716,3,875239422,0.0,3.0
249,188,4,879641067,0.0,4.0
144,699,4,888106106,0.0,4.0
301,604,4,882075994,0.0,4.0
64,392,3,889737542,0.0,3.0
92,501,2,875653665,0.0,2.0
222,97,4,878181739,0.0,4.0
268,436,3,875310745,0.0,3.0
293,135,5,888905550,0.0,5.0
213,173,5,878955442,0.0,5.0
160,460,2,876861185,-3.0,1.1
13,498,4,882139901,2.0,4.6
59,715,5,888205921,0.0,5.0
5,17,4,875636198,0.0,4.0
125,163,5,879454956,0.0,5.0
174,315,5,886432749,2.0,5.6
114,505,3,881260203,0.0,3.0
213,515,4,878870518,0.0,4.0
23,196,2,874786926,-2.0,1.4
128,15,4,879968827,0.0,4.0
239,56,4,889179478,0.0,4.0
181,279,1,878962955,2.0,1.6
291,80,4,875086354,0.0,4.0
250,238,4,878089963,0.0,4.0
201,649,3,884114275,0.0,3.0
60,60,5,883327734,0.0,5.0
181,325,2,878961814,0.0,2.0
119,407,3,887038665,0.0,3.0
287,1,5,875334088,3.0,5.9
216,228,3,880245642,0.0,3.0
216,531,4,880233810,0.0,4.0
203,471,4,880434463,-2.0,3.4
92,587,3,875660408,0.0,3.0
13,892,3,882774224,0.0,3.0
213,176,4,878956338,2.0,4.6
286,288,5,875806672,0.0,5.0
117,1047,2,881009697,3.0,2.9
99,111,1,885678886,0.0,1.0
11,558,3,891904214,0.0,3.0
65,47,2,879216672,0.0,2.0
295,194,4,879517412,2.0,4.6
269,217,2,891451610,0.0,2.0
85,259,2,881705026,0.0,2.0
250,596,5,878089921,0.0,5.0
137,144,5,881433689,0.0,5.0
201,960,2,884112077,0.0,2.0
257,137,4,882049932,0.0,4.0
111,328,4,891679939,2.0,4.6
91,480,4,891438875,3.0,4.9
215,211,4,891436202,0.0,4.0
181,938,1,878961586,-3.0,0.10000000000000009
189,1060,5,893264301,0.0,5.0
1,20,4,887431883,-3.0,3.1
303,404,4,879468375,0.0,4.0
299,305,3,879737314,0.0,3.0
187,210,4,879465242,0.0,4.0
222,278,2,877563913,0.0,2.0
214,568,4,892668197,0.0,4.0
293,770,3,888906655,3.0,3.9
285,191,4,890595859,0.0,4.0
303,252,3,879544791,0.0,3.0
96,156,4,884402860,2.0,4.6
72,1110,3,880037334,0.0,3.0
115,1067,4,881171009,0.0,4.0
7,430,3,891352178,0.0,3.0
116,350,3,886977926,3.0,3.9
73,480,4,888625753,0.0,4.0
269,246,5,891457067,0.0,5.0
263,419,5,891299514,-3.0,4.1
70,431,3,884150257,0.0,3.0
221,475,4,875244204,0.0,4.0
72,182,5,880036515,0.0,5.0
25,357,4,885852757,0.0,4.0
290,50,5,880473582,3.0,5.9
189,526,4,893266205,0.0,4.0
299,303,3,877618584,0.0,3.0
264,294,3,886121516,-2.0,2.4
200,365,5,884129962,0.0,5.0
187,135,4,879465653,3.0,4.9
184,187,4,889909024,-2.0,3.4
63,289,2,875746985,0.0,2.0
13,229,4,882397650,0.0,4.0
298,486,3,884183063,0.0,3.0
235,185,4,889655435,0.0,4.0
62,712,4,879376178,0.0,4.0
246,94,2,884923505,0.0,2.0
54,742,5,880934806,-3.0,4.1
63,762,3,875747688,0.0,3.0
11,732,3,891904596,0.0,3.0
92,168,4,875653723,0.0,4.0
8,550,3,879362356,-2.0,2.4
307,174,4,879283480,0.0,4.0
303,200,4,879468459,0.0,4.0
256,849,2,882164603,-2.0,1.4
72,54,3,880036854,0.0,3.0
164,406,2,889402389,0.0,2.0
117,150,4,880125101,0.0,4.0
224,77,4,888103872,0.0,4.0
193,869,3,889127811,-2.0,2.4
94,184,2,891720862,3.0,2.9
281,338,2,881200457,0.0,2.0
130,109,3,874953794,0.0,3.0
128,371,1,879966954,0.0,1.0
94,720,1,891723593,0.0,1.0
182,845,3,885613067,0.0,3.0
129,873,1,883245452,0.0,1.0
254,229,4,886474580,0.0,4.0
64,381,4,879365491,0.0,4.0
151,176,2,879524293,0.0,2.0
45,25,4,881014015,0.0,4.0
193,879,3,889123257,3.0,3.9
276,922,4,889174849,0.0,4.0
276,57,3,874787526,0.0,3.0
234,187,4,892079140,0.0,4.0
181,306,1,878962006,0.0,1.0
21,370,1,874951293,0.0,1.0
293,249,3,888905229,0.0,3.0
264,721,5,886123656,0.0,5.0
10,611,5,877886722,0.0,5.0
197,346,3,891409070,0.0,3.0
276,142,3,874792945,0.0,3.0
308,427,4,887736584,0.0,4.0
221,943,4,875246759,0.0,4.0
131,126,4,883681514,-2.0,3.4
268,824,2,876518557,0.0,2.0
109,8,3,880572642,0.0,3.0
198,58,3,884208173,0.0,3.0
230,680,4,880484286,0.0,4.0
181,741,1,878962918,0.0,1.0
192,1061,4,881368891,0.0,4.0
234,448,3,892335501,0.0,3.0
90,900,4,891382309,0.0,4.0
193,941,4,889124890,0.0,4.0
128,603,5,879966839,0.0,5.0
126,905,2,887855283,0.0,2.0
244,265,4,880606634,0.0,4.0
90,289,3,891382310,0.0,3.0
157,25,3,886890787,-3.0,2.1
305,71,3,886323684,3.0,3.9
119,382,5,874781742,0.0,5.0
21,222,2,874951382,0.0,2.0
231,181,4,888605273,0.0,4.0
280,508,3,891700453,0.0,3.0
288,132,3,886374129,0.0,3.0
279,1497,2,890780576,0.0,2.0
301,33,4,882078228,0.0,4.0
72,699,3,880036783,-2.0,2.4
90,259,2,891382392,2.0,2.6
308,55,3,887738760,0.0,3.0
59,742,3,888203053,3.0,3.9
94,744,4,891721462,0.0,4.0
130,642,4,875216933,0.0,4.0
26,1015,3,891352136,2.0,3.6
56,121,5,892679480,0.0,5.0
82,508,2,884714249,0.0,2.0
62,12,4,879373613,3.0,4.9
276,40,3,874791871,-3.0,2.1
181,1015,1,878963121,0.0,1.0
152,301,3,880147407,0.0,3.0
178,845,4,882824291,3.0,4.9
217,597,4,889070087,0.0,4.0
79,303,4,891271203,0.0,4.0
138,484,4,879024127,0.0,4.0
308,81,5,887737293,0.0,5.0
75,284,2,884050393,2.0,2.6
269,198,4,891447062,0.0,4.0
307,94,3,877122695,0.0,3.0
222,781,3,881059677,0.0,3.0
121,740,3,891390544,0.0,3.0
269,22,1,891448072,0.0,1.0
13,864,4,882141924,0.0,4.0
230,742,5,880485043,0.0,5.0
269,507,4,891448800,2.0,4.6
239,1099,5,889179253,0.0,5.0
245,1028,5,888513447,0.0,5.0
56,546,3,892679460,-3.0,2.1
295,961,5,879519556,0.0,5.0
271,1028,2,885848102,0.0,2.0
222,812,2,881059117,0.0,2.0
69,240,3,882126156,0.0,3.0
10,7,4,877892210,0.0,4.0
22,376,3,878887112,0.0,3.0
294,931,3,889242857,0.0,3.0
82,717,1,884714492,0.0,1.0
279,399,4,875313859,0.0,4.0
269,234,1,891449406,0.0,1.0
6,98,5,883600680,2.0,5.6
243,1039,4,879988184,0.0,4.0
298,181,4,884125629,2.0,4.6
282,325,1,881703044,0.0,1.0
78,323,1,879633567,2.0,1.6
118,200,5,875384647,0.0,5.0
283,1114,5,879297545,3.0,5.9
171,292,4,891034835,0.0,4.0
70,217,4,884151119,0.0,4.0
10,100,5,877891747,0.0,5.0
245,181,4,888513664,0.0,4.0
107,333,3,891264267,0.0,3.0
246,561,1,884923445,3.0,1.9
13,901,1,883670672,0.0,1.0
276,70,4,874790826,0.0,4.0
244,17,2,880607205,0.0,2.0
189,56,5,893265263,3.0,5.9
226,242,5,883888671,0.0,5.0
62,1016,4,879373008,3.0,4.9
276,417,4,874792907,0.0,4.0
214,478,4,891544052,3.0,4.9
306,235,4,876504354,0.0,4.0
222,26,3,878183043,0.0,3.0
280,631,5,891700751,0.0,5.0
60,430,5,883326122,0.0,5.0
56,71,4,892683275,0.0,4.0
42,274,5,881105817,0.0,5.0
1,202,5,875072442,0.0,5.0
13,809,4,882397582,0.0,4.0
173,289,4,877556988,0.0,4.0
15,749,1,879455311,0.0,1.0
185,23,4,883524249,0.0,4.0
280,540,3,891702304,0.0,3.0
244,381,4,880604077,0.0,4.0
150,293,4,878746946,0.0,4.0
7,497,4,891352134,-3.0,3.1
178,317,4,882826915,0.0,4.0
178,742,3,882823833,0.0,3.0
95,1217,3,880572658,0.0,3.0
234,1462,3,892333865,-2.0,2.4
97,222,5,884238887,3.0,5.9
109,127,2,880563471,0.0,2.0
117,268,5,880124306,0.0,5.0
269,705,2,891448850,3.0,2.9
130,1246,3,876252497,0.0,3.0
264,655,4,886123530,0.0,4.0
207,13,3,875506839,0.0,3.0
42,588,5,881108147,0.0,5.0
246,409,2,884923372,0.0,2.0
87,367,4,879876702,0.0,4.0
101,304,3,877135677,3.0,3.9
256,127,4,882164406,0.0,4.0
92,794,3,875654798,0.0,3.0
181,762,2,878963418,0.0,2.0
213,235,1,878955115,0.0,1.0
92,739,2,876175582,0.0,2.0
292,661,5,881105561,0.0,5.0
246,665,4,884922831,3.0,4.9
274,845,5,878945579,0.0,5.0
188,692,5,875072583,0.0,5.0
18,86,4,880129731,3.0,4.9
5,439,1,878844423,3.0,1.9
236,632,3,890116254,-3.0,2.1
193,407,4,889127921,0.0,4.0
144,709,4,888105940,0.0,4.0
90,1198,5,891383866,0.0,5.0
48,609,4,879434819,0.0,4.0
5,225,2,875635723,0.0,2.0
22,128,5,878887983,0.0,5.0
311,432,4,884365485,-2.0,3.4
8,22,5,879362183,0.0,5.0
276,188,4,874792547,0.0,4.0
222,173,5,878183043,0.0,5.0
72,866,4,880035887,0.0,4.0
299,134,4,878192311,0.0,4.0
1,171,5,889751711,0.0,5.0
308,295,3,887741461,0.0,3.0
165,216,4,879525778,3.0,4.9
222,49,3,878183512,-3.0,2.1
181,121,4,878962623,0.0,4.0
200,11,5,884129542,0.0,5.0
234,626,4,892336358,0.0,4.0
244,707,4,880606243,0.0,4.0
90,25,5,891384789,3.0,5.9
208,216,5,883108324,0.0,5.0
263,96,4,891298336,0.0,4.0
134,323,4,891732335,3.0,4.9
279,586,4,892864663,0.0,4.0
2,292,4,888550774,0.0,4.0
288,593,2,886892127,-2.0,1.4
49,302,4,888065432,0.0,4.0
286,153,5,877531406,0.0,5.0
205,304,3,888284313,0.0,3.0
22,80,4,878887227,0.0,4.0
234,318,4,892078890,0.0,4.0
223,328,3,891548959,0.0,3.0
15,25,3,879456204,-2.0,2.4
268,147,4,876514002,0.0,4.0
94,1220,3,891722678,0.0,3.0
274,405,4,878945840,0.0,4.0
7,492,5,891352010,-3.0,4.1
268,217,2,875744501,0.0,2.0
16,55,5,877717956,0.0,5.0
164,620,3,889402298,0.0,3.0
290,161,4,880474293,2.0,4.6
92,515,4,875640800,0.0,4.0
239,1070,5,889179032,-3.0,4.1
56,449,5,892679308,0.0,5.0
248,234,4,884534968,0.0,4.0
234,10,3,891227851,0.0,3.0
280,1049,2,891702486,0.0,2.0
308,187,5,887738760,0.0,5.0
276,64,5,874787441,0.0,5.0
192,948,3,881368302,0.0,3.0
122,509,4,879270511,0.0,4.0
85,588,3,880838306,0.0,3.0
262,931,2,879790874,0.0,2.0
201,272,3,886013700,0.0,3.0
181,870,2,878962623,0.0,2.0
295,739,4,879518319,0.0,4.0
263,568,4,891299387,0.0,4.0
295,39,4,879518279,0.0,4.0
201,1100,4,884112800,0.0,4.0
93,820,3,888705966,0.0,3.0
159,1028,5,880557539,0.0,5.0
158,665,2,880134532,0.0,2.0
293,423,3,888906070,0.0,3.0
82,597,3,878768882,0.0,3.0
276,181,5,874786488,0.0,5.0
13,823,5,882397833,0.0,5.0
217,2,3,889069782,0.0,3.0
83,660,4,880308256,0.0,4.0
189,20,5,893264466,0.0,5.0
222,796,4,878183684,0.0,4.0
146,1022,5,891458193,0.0,5.0
267,121,3,878970681,0.0,3.0
126,294,3,887855087,0.0,3.0
181,1060,1,878962675,0.0,1.0
125,80,4,892838865,0.0,4.0
43,120,4,884029430,0.0,4.0
13,780,1,882142057,3.0,1.9
253,259,2,891628883,0.0,2.0
42,44,3,881108548,0.0,3.0
77,518,4,884753202,0.0,4.0
291,686,5,874835165,-2.0,4.4
268,21,3,875742822,0.0,3.0
262,28,3,879792220,3.0,3.9
234,81,3,892334680,3.0,3.9
29,245,3,882820803,0.0,3.0
236,57,5,890116575,0.0,5.0
158,729,3,880133116,0.0,3.0
156,661,4,888185947,0.0,4.0
232,52,5,888550130,0.0,5.0
168,866,5,884287927,0.0,5.0
37,288,4,880915258,0.0,4.0
141,245,3,884584426,0.0,3.0
